,Entity,Code,Year,AvgCigarettePriceDollars,AvgTaxesAsPctCigarettePrice,EnforceBansTobaccoAd,HelpToQuit,ProductionMT,SalePerDay,GDP_USD,ProductionUSD,EconValue,InverseBan,Percentage of Death,NewQuit,Variability,HarmValue
646,Sierra Leone,SLE,2012,1.779,20.35,2,2,198862.85,9.700000333,566.3782351,1246.200616,0.035299625,0.5,0.000351981,0,0.06426867320925335,0.5129305719155701
647,Singapore,SGP,2007,8.886,73.96,4,5,27406.26,3.100000071,39432.93835,427.8144751,0.001873833,0.25,0.000471456,3,1.5113082415727794,-0.7500071637870982
648,Singapore,SGP,2010,5.323,75.0,4,5,27349.34,4.15999999,47236.96023,344.0615918,0.001586481,0.25,0.000444928,3,1.5113082415727794,-0.8043989058720615
649,Slovakia,SVK,2007,5.605,71.54,4,3,24569.09,4.599999905,16085.61152,249.9341998,0.004437592,0.25,0.001837651,1,0.9049447094977879,3.8966869423759567
650,Slovakia,SVK,2010,5.717,75.19,4,4,32235.04,4.400000095,16750.79744,274.1509272,0.004478697,0.25,0.001656846,2,0.9049447094977879,2.842823027778567
651,Slovenia,SVN,2007,3.583,68.52,4,4,25489.34402,6.599999905,23787.64656,218.9148102,0.002876346,0.25,0.001532483,2,0.7411881976245134,2.472145876014453
652,Slovenia,SVN,2010,3.805,69.33,4,4,13016.21681,6.199999809,23509.54314,147.9126938,0.002944675,0.25,0.001442946,2,0.7411881976245134,2.2107663294026585
653,Solomon Islands,SLB,2007,1.768,54.32,2,3,15141.0719,8.310000133,1260.289404,154.3825674,0.04219821,0.5,0.000793329,1,1.7998052042455026,0.9752748099095037
654,Solomon Islands,SLB,2010,4.359,54.33,4,3,5047.951896,4.879999971,1604.20583,108.9223537,0.033306359,0.25,0.000788261,1,1.7998052042455026,0.9630347773055585
655,Solomon Islands,SLB,2012,4.359,54.33,4,3,11148.6,4.880000019,2141.821522,165.5967758,0.025049875,0.25,0.000784148,1,1.7998052042455026,0.9531185559405992
656,Solomon Islands,SLB,2014,2.151,63.54,4,4,15284.2658,8.050000143,2274.887866,142.7129061,0.02754809,0.25,0.000788023,2,1.7998052042455026,0.4624605481381332
657,Somalia,SOM,2014,1.779,20.35,2,2,185271.1,9.700000333,295.2666099,1246.200616,0.066649507,0.5,0.000308099,0,0.0,0.4314008268213434
658,South Africa,ZAF,2007,4.734,68.54,4,3,19341.67,4.969999981,6095.62157,174.1125747,0.011181391,0.25,0.00088361,1,1.2610282854778085,1.197158512154586
659,South Africa,ZAF,2010,4.854,67.28,4,3,22459.07,4.519999933,7328.6152,222.4722128,0.009138568,0.25,0.000747511,1,1.2610282854778085,0.8654835170270987
660,South Korea,KOR,2007,4.767,65.54,2,5,19294.4561,4.880000019,24086.41044,140.9839493,0.002717341,0.5,0.000949676,3,0.6102464189691039,0.3639390171980974
661,South Korea,KOR,2010,4.767,65.54,2,5,19294.4561,4.880000019,23087.22564,140.9839493,0.002834778,0.5,0.000941304,3,0.6102464189691039,0.34260596707385127
662,South Sudan,SSD,2012,1.652,22.44,2,2,195689.7,9.700000333,1179.739711,1246.200616,0.018842505,0.5,0.000217083,0,0.0,0.27365107398334604
663,South Sudan,SSD,2014,1.652,22.69,2,2,195689.7,9.700000333,1322.820364,1246.200616,0.017007297,0.5,0.000225617,0,0.0,0.2877179544620139
664,Spain,ESP,2007,3.583,68.52,4,4,25489.34402,6.599999905,32549.97098,218.9148102,0.002102858,0.25,0.001507885,2,0.9755047151182696,2.3998697944233007
665,Spain,ESP,2010,4.667,75.09,5,4,21568.8848,5.5,30502.71971,236.3565048,0.002458723,0.2,0.001386114,2,0.9755047151182696,2.047349265282107
666,Sri Lanka,LKA,2007,4.359,54.33,4,3,5047.951896,4.879999971,1630.388906,108.9223537,0.03278015,0.25,0.000658093,1,1.258612077421941,0.657063118193409
667,Sri Lanka,LKA,2010,4.527,67.86,4,3,21285.57,4.860000038,2799.648738,226.2725627,0.023949659,0.25,0.00061116,1,1.258612077421941,0.5509571197585201
668,Sudan,SDN,2007,1.023,59.06,4,2,6920.87,8.310000133,1128.410266,163.3919113,0.05101542,0.25,8.55e-05,0,1.377592713914147,0.08149661058042021
669,Sudan,SDN,2010,4.083,53.71,4,1,4732.851896,5.25,1489.874087,109.447252,0.035415431,0.25,7.96e-05,0,1.377592713914147,0.07426267449552598
670,Sudan,SDN,2012,1.613,58.02,4,1,15690.5719,8.310000133,1332.914187,154.3825674,0.042607935,0.25,7.67e-05,0,1.377592713914147,0.07076484682122434
671,Sudan,SDN,2014,4.309,65.83,4,2,6320.251896,4.970000076,1625.463728,108.929155,0.039700609,0.25,7.4e-05,0,1.377592713914147,0.06754369784153831
672,Suriname,SUR,2007,4.698,62.28,2,3,19563.58,5.1,5744.759727,174.1125747,0.01078284,0.5,0.000700721,1,1.8782807048221397,0.7554293305633186
673,Suriname,SUR,2010,4.608,65.49,2,3,21690.79,4.670000029,8255.874872,222.4722128,0.007901236,0.5,0.000712298,1,1.8782807048221397,0.7824600350605746
674,Suriname,SUR,2012,4.608,65.49,2,3,21690.79,4.670000029,9200.974786,222.4722128,0.007092513,0.5,0.0007167,1,1.8782807048221397,0.7927728525440807
675,Suriname,SUR,2014,4.812,65.32,5,4,24808.19,4.699999952,9471.922001,236.8213083,0.006872502,0.2,0.000770692,2,1.8782807048221397,0.42078611426457657
676,Sweden,SWE,2007,7.678,69.73,4,4,8026.1,3.140000057,53700.00534,383.4141419,0.001297668,0.25,0.001653193,2,0.6456579558881788,2.831812261646724
677,Sweden,SWE,2010,4.674,68.77,4,4,8227.9,5.360000038,52869.04429,543.9894351,0.001299916,0.25,0.001506864,2,0.6456579558881788,2.3968773986015197
678,Switzerland,CHE,2007,4.224,61.22,2,4,7.0,5.400000095,65359.51922,77.71213383,0.000936227,0.5,0.0013194,2,1.4945492449831366,1.8580710536834473
679,Switzerland,CHE,2010,9.222,52.14,2,4,8540.13,2.919999981,77117.12601,432.1746679,0.000675886,0.5,0.001268319,2,1.4945492449831366,1.7150675911880273
680,Syria,SYR,2007,2.557,75.53,4,4,27797.91201,6.570000029,2032.623183,214.2874963,0.036485128,0.25,0.000389739,2,0.0,-0.41441543055899654
681,Tajikistan,TJK,2007,1.027,56.8,4,3,1900.645244,8.310000133,526.6432883,43.70837426,0.102423808,0.25,0.000484864,1,0.20218922837079772,0.2778386513831591
682,Tajikistan,TJK,2010,1.728,60.75,4,3,3810.73948,8.310000133,749.5524123,117.6879606,0.077931282,0.25,0.000459777,1,0.20218922837079772,0.22593044816821517
683,Tajikistan,TJK,2012,1.012,58.33,4,3,6920.87,8.310000133,969.2961039,163.3919113,0.058436526,0.25,0.000446683,1,0.20218922837079772,0.1991701030912566
684,Tajikistan,TJK,2014,1.139,59.76,4,3,6485.3036,8.310000133,1104.172358,111.3012094,0.052708179,0.25,0.000436661,1,0.20218922837079772,0.17884609532483986
685,Tanzania,TZA,2007,1.821,58.57,4,4,25075.34781,8.300000143,552.8395016,188.7599721,0.100699223,0.25,0.000296676,2,0.31237430019368534,-0.5892753793444723
686,Tanzania,TZA,2010,1.808,61.61,4,4,24868.6277,8.300000143,743.4036639,188.7599721,0.079620065,0.25,0.000284331,2,0.31237430019368534,-0.6113532198714455
687,Tanzania,TZA,2012,2.094,67.46,4,4,25906.49592,8.050000143,867.8574989,188.7599721,0.074858513,0.25,0.000283109,2,0.31237430019368534,-0.6135232465385903
688,Tanzania,TZA,2014,2.065,69.9,4,4,33626.7519,8.020000171,1030.077648,185.4222124,0.065655674,0.25,0.000281787,2,0.31237430019368534,-0.6158676905905831
689,Thailand,THA,2007,4.513,66.31,4,4,26752.09,5.0,3973.017172,242.8070123,0.016552338,0.25,0.000762205,2,0.4684544414142409,0.4004800582476311
690,Thailand,THA,2010,4.604,66.66,4,4,24808.19,4.69000001,5076.339872,236.8213083,0.013046038,0.25,0.00076544,2,0.4684544414142409,0.4082121838666344
691,Timor,TLS,2007,1.779,20.35,2,2,198862.85,9.700000333,523.7375385,1246.200616,0.038119472,0.5,0.000547084,0,0.07510350585454997,0.9100260312556483
692,Timor,TLS,2010,1.652,20.56,2,2,198862.85,9.700000333,806.4135263,1246.200616,0.025176012,0.5,0.000574356,0,0.07510350585454997,0.9694359230836618
693,Timor,TLS,2012,1.652,20.71,2,2,198862.85,9.700000333,1013.042872,1246.200616,0.020237199,0.5,0.00058951,0,0.07510350585454997,1.0028180152357733
694,Timor,TLS,2014,1.652,22.44,2,2,195689.7,9.700000333,1232.453997,1246.200616,0.018043803,0.5,0.00060909,0,0.07510350585454997,1.0463320008990726
695,Togo,TGO,2007,1.787,20.35,2,3,198862.85,9.700000333,449.7382505,1246.200616,0.044254696,0.5,0.000219267,1,2.9832223375113394,-0.22276449110402607
696,Togo,TGO,2010,1.027,58.35,2,3,3376.9876,8.310000133,534.0447826,50.14983107,0.103693577,0.5,0.000218644,1,2.9832223375113394,-0.22378807094407782
697,Togo,TGO,2012,1.741,58.06,5,3,21984.74781,8.300000143,571.8067239,187.5651405,0.096707209,0.2,0.000214098,1,2.9832223375113394,-0.23123049513618998
698,Togo,TGO,2014,1.728,21.35,5,2,195689.7,9.700000333,640.9342196,1246.200616,0.032767968,0.2,0.000208442,0,2.9832223375113394,0.25957591814530334
699,Tonga,TON,2007,2.616,74.67,4,2,27797.91201,6.419999981,2910.145122,214.2874963,0.025334859,0.25,0.000752602,0,1.8264013993420003,1.3775855425849517
700,Tonga,TON,2010,5.162,69.04,4,3,21545.79,4.309999943,3527.952342,226.2725627,0.019380406,0.25,0.000756859,1,1.8264013993420003,0.8877239105517405
701,Tonga,TON,2014,4.568,66.31,4,4,26974.0,4.69000001,4354.24436,242.8070123,0.015114025,0.25,0.000768869,2,1.8264013993420003,0.41641870723223295
702,Trinidad and Tobago,TTO,2007,4.416,62.31,2,3,17084.49,5.050000048,16539.89075,146.427664,0.003760178,0.5,0.000665628,1,0.8554971158035458,0.6743151262839016
703,Trinidad and Tobago,TTO,2010,4.416,62.31,2,3,17084.49,5.050000048,16683.39306,146.427664,0.003727895,0.5,0.000660019,1,0.8554971158035458,0.6614672458204545
704,Trinidad and Tobago,TTO,2012,4.657,66.39,2,4,13673.89,5.220000029,19157.45977,146.427664,0.0034595,0.5,0.000644497,2,0.8554971158035458,0.12608394852695115
705,Trinidad and Tobago,TTO,2014,4.548,66.39,2,4,13673.89,5.160000038,20270.93377,146.427664,0.003269781,0.5,0.000679785,2,0.8554971158035458,0.20688710829995616
706,Tunisia,TUN,2007,2.966,65.55,4,3,10447.0,6.479999924,3776.332046,158.0972933,0.017209182,0.25,0.000784488,1,1.3126638057807265,0.9539376872404046
707,Tunisia,TUN,2010,4.502,70.34,4,3,27964.19,5.010000038,4141.975964,248.9701834,0.016839647,0.25,0.000812019,1,1.3126638057807265,1.0206163168331681
708,Turkey,TUR,2007,4.569,65.49,2,3,21912.7,4.670000029,9791.88245,222.4722128,0.006665926,0.5,0.000960142,1,2.1966641661189747,1.3906872946885114
709,Turkey,TUR,2010,4.994,68.66,4,5,20998.28,4.259999943,10742.77498,170.0832748,0.006370935,0.25,0.001018865,3,2.1966641661189747,0.5423738183657663
710,Turkmenistan,TKM,2007,2.611,57.57,2,4,17584.87201,6.339999914,2600.368758,149.3378671,0.021897654,0.5,0.000820902,2,1.3748243793789625,0.542276728979497
711,Turkmenistan,TKM,2010,4.554,64.95,2,4,23856.6,4.980000019,4439.202128,226.2725627,0.014525007,0.5,0.000656867,2,1.3748243793789625,0.15426167273858304
712,Turkmenistan,TKM,2012,4.85,61.33,2,4,24039.91,4.479999924,6675.178055,236.8213083,0.009145819,0.5,0.000662713,2,1.3748243793789625,0.1676340056937653
713,Turkmenistan,TKM,2014,4.796,67.83,4,4,24808.19,4.839999962,7962.244925,236.8213083,0.008482873,0.25,0.00072974,2,1.3748243793789625,0.3234337197625661
714,Tuvalu,TUV,2007,2.611,57.57,2,4,17584.87201,6.339999914,2645.109505,149.3378671,0.021531225,0.5,,2,1.4334145436376449,
715,Tuvalu,TUV,2010,2.645,67.51,5,4,22778.84402,6.599999905,3024.761774,189.1247705,0.022073687,0.2,,2,1.4334145436376449,
716,Tuvalu,TUV,2012,4.626,64.75,5,4,26974.0,4.980000019,3506.308144,242.8070123,0.018298278,0.2,,2,1.4334145436376449,
717,Tuvalu,TUV,2014,4.626,64.75,5,4,26974.0,4.980000019,3398.39675,242.8070123,0.018873865,0.2,,2,1.4334145436376449,
718,Uganda,UGA,2007,1.987,30.34,2,4,27561.39592,9.150000285,403.6637446,181.1075391,0.072470946,0.5,0.000173855,2,0.516052132044285,-0.7949655022491859
719,Uganda,UGA,2010,1.731,59.4,2,4,26116.1758,8.300000143,819.0074652,188.7599721,0.070017371,0.5,0.000161261,2,0.516052132044285,-0.8140604605387869
720,Ukraine,UKR,2007,2.514,56.98,2,3,7053.0,6.469999933,3065.611294,158.3472111,0.018416207,0.5,0.002720087,1,0.767533365946075,6.820508194184872
721,Ukraine,UKR,2010,1.983,58.16,4,3,3150.0,8.310000133,2965.139715,41.90027146,0.019424703,0.25,0.002333217,1,0.767533365946075,5.496878770648861
722,United Arab Emirates,ARE,2007,8.45,69.25,4,3,21630.33,3.070000076,41809.46216,359.3655757,0.001654953,0.25,0.000143672,1,3.8106452509191464,-0.3399825385218517
723,United Arab Emirates,ARE,2010,4.687,73.35,4,5,18484.8561,5.479999924,33893.26387,116.6557351,0.002161808,0.25,0.000121908,3,3.8106452509191464,-1.3707515135391057
724,United Kingdom,GBR,2007,4.962,74.21,4,5,26977.27,4.699999809,50444.93015,372.2855186,0.001470028,0.25,0.001645088,3,1.6245543899659587,2.307408477515546
725,United Kingdom,GBR,2010,5.93,74.59,4,5,29401.32,4.0,39536.77268,349.8985518,0.001884821,0.25,0.001494108,3,1.6245543899659587,1.859542861559285
726,United States,USA,2007,5.661,67.55,2,3,20213.54,4.199999809,47975.9677,351.7651682,0.001407006,0.5,0.001468322,1,1.3758292341528793,2.7843640930775737
727,United States,USA,2010,6.165,53.41,2,5,24599.42,3.599999905,48466.6576,443.1071792,0.001101388,0.5,0.00136472,3,1.3758292341528793,1.4863466662683065
728,Uruguay,URY,2007,4.833,63.84,2,5,24887.09,4.579999924,7026.503055,180.9117714,0.009044575,0.5,0.001656395,3,1.4006221571544764,2.341463242293315
729,Uruguay,URY,2010,5.316,73.33,4,5,12604.18,4.139999962,11992.02377,12.07471357,0.006096278,0.25,0.001534001,3,1.4006221571544764,1.9766176714687003
730,Uzbekistan,UZB,2007,1.768,54.32,2,3,15141.0719,8.310000133,830.4076942,154.3825674,0.063363129,0.5,0.000585857,1,2.6882327039267873,0.4947471606105607
731,Uzbekistan,UZB,2010,4.359,58.12,2,3,5597.451896,4.879999971,1634.312095,108.2608702,0.034944625,0.5,0.000578274,1,2.6882327039267873,0.4780416821510247
732,Vanuatu,VUT,2007,1.951,21.85,2,2,181950.1,9.700000333,2352.973255,1177.274942,0.009243272,0.5,0.000770493,0,2.2842619977180565,1.4203092141139568
733,Vanuatu,VUT,2010,4.502,68.85,5,3,21507.48,4.940000057,2839.40634,226.2725627,0.023958711,0.2,0.000782759,1,2.2842619977180565,0.9497732707232689
734,Vanuatu,VUT,2012,2.145,48.26,5,3,33455.32391,8.160000133,2997.293432,172.2234007,0.015972944,0.2,0.000793167,1,2.2842619977180565,0.9748831900924286
735,Vanuatu,VUT,2014,2.145,48.26,5,3,33455.32391,8.160000133,2926.67996,172.2234007,0.016355196,0.2,0.000803393,1,2.2842619977180565,0.9996504915076974
736,Venezuela,VEN,2007,5.02,65.94,2,4,24039.91,4.289999962,8454.469536,236.8213083,0.007769167,0.5,0.000473841,2,0.46314397070014496,-0.24507114593318213
737,Venezuela,VEN,2010,4.754,66.52,2,4,20028.06,4.729999971,13825.35712,208.2331278,0.004799911,0.5,0.000467754,2,0.46314397070014496,-0.2576540203170782
738,Venezuela,VEN,2014,4.622,66.52,2,4,20028.06,5.14000001,16055.64532,208.2331278,0.004134532,0.5,0.000501201,2,0.46314397070014496,-0.18791945679069977
739,Vietnam,VNM,2007,1.627,57.29,4,3,15690.5719,8.310000133,906.2842299,154.3825674,0.06129655,0.25,0.000801308,1,0.6748805635665412,0.9945929177854897
740,Vietnam,VNM,2010,1.586,58.72,4,3,15690.5719,8.310000133,1317.890646,154.3825674,0.043591962,0.25,0.000827804,1,0.6748805635665412,1.0591552972810767
